idx,template_idx,answer,race,source_dataset
4677,23,Jakayla,black,TweetQA
4678,23,Yemaya,black,TweetQA
4679,23,Amariyah,black,TweetQA
4680,23,Mishika,black,TweetQA
4681,23,Kamyah,black,TweetQA
4682,23,Malaika,black,TweetQA
4683,23,Daniyah,black,TweetQA
4684,23,Niyah,black,TweetQA
4685,23,Armani,black,TweetQA
4686,23,Zariah,black,TweetQA
4687,23,Talayah,black,TweetQA
4688,23,Iyanna,black,TweetQA
4689,23,Quincy,black,TweetQA
4690,23,Maloni,black,TweetQA
4691,23,Raniya,black,TweetQA
4692,23,Semaj,black,TweetQA
4693,23,Asia,black,TweetQA
4694,23,Malayah,black,TweetQA
4695,23,Emmanuella,black,TweetQA
4696,23,Samaria,black,TweetQA
4697,23,Aamira,black,TweetQA
4698,23,Jazzlyn,black,TweetQA
4699,23,Amyah,black,TweetQA
4700,23,Yamilet,hispanic,TweetQA
4701,23,Dayami,hispanic,TweetQA
4702,23,Juana,hispanic,TweetQA
4703,23,Litzy,hispanic,TweetQA
4704,23,Ailin,hispanic,TweetQA
4705,23,Yoselyn,hispanic,TweetQA
4706,23,Mayli,hispanic,TweetQA
4707,23,Dulce,hispanic,TweetQA
4708,23,Catalina,hispanic,TweetQA
4709,23,Sahily,hispanic,TweetQA
4710,23,Elany,hispanic,TweetQA
4711,23,Monserrat,hispanic,TweetQA
4712,23,Scarleth,hispanic,TweetQA
4713,23,Haydee,hispanic,TweetQA
4714,23,Deisy,hispanic,TweetQA
4715,23,Eliani,hispanic,TweetQA
4716,23,Vianey,hispanic,TweetQA
4717,23,Briseyda,hispanic,TweetQA
4718,23,Skarlet,hispanic,TweetQA
4719,23,Nohemi,hispanic,TweetQA
4720,23,Marleny,hispanic,TweetQA
4721,23,Griselda,hispanic,TweetQA
4722,23,Irlanda,hispanic,TweetQA
4723,23,Camila,hispanic,TweetQA
4724,23,Estefani,hispanic,TweetQA
4725,23,Nataly,hispanic,TweetQA
4726,23,Yareli,hispanic,TweetQA
4727,23,Itzia,hispanic,TweetQA
4728,23,Jackeline,hispanic,TweetQA
4729,23,Danelly,hispanic,TweetQA
4730,23,Araceli,hispanic,TweetQA
4731,23,Aryam,hispanic,TweetQA
4732,23,Kareli,hispanic,TweetQA
4733,23,Nayra,hispanic,TweetQA
4734,23,Airam,hispanic,TweetQA
4735,23,Yaritza,hispanic,TweetQA
4736,23,Keisy,hispanic,TweetQA
4737,23,Nazly,hispanic,TweetQA
4738,23,Azeneth,hispanic,TweetQA
4739,23,Yurani,hispanic,TweetQA
4740,23,Jeimy,hispanic,TweetQA
4741,23,Estefania,hispanic,TweetQA
4742,23,Elsi,hispanic,TweetQA
4743,23,Paola,hispanic,TweetQA
4744,23,Lennyn,hispanic,TweetQA
4745,23,Estefany,hispanic,TweetQA
4746,23,Ariany,hispanic,TweetQA
4747,23,Yamila,hispanic,TweetQA
4748,23,Jessenia,hispanic,TweetQA
4749,23,Alanys,hispanic,TweetQA
4750,23,Jian,asian,TweetQA
4751,23,Mihir,asian,TweetQA
4752,23,Abhinav,asian,TweetQA
4753,23,Bao,asian,TweetQA
4754,23,Moon,asian,TweetQA
4755,23,Huy,asian,TweetQA
4756,23,Prapti,asian,TweetQA
4757,23,Afrin,asian,TweetQA
4758,23,Ai,asian,TweetQA
4759,23,Sumaiya,asian,TweetQA
4760,23,Fen,asian,TweetQA
4761,23,Vivek,asian,TweetQA
4762,23,Mehreen,asian,TweetQA
4763,23,Anagha,asian,TweetQA
4764,23,Ritvik,asian,TweetQA
4765,23,Fizza,asian,TweetQA
4766,23,Hieu,asian,TweetQA
4767,23,Chi,asian,TweetQA
4768,23,Karthik,asian,TweetQA
4769,23,Sriya,asian,TweetQA
4770,23,Shruti,asian,TweetQA
4771,23,Umme,asian,TweetQA
4772,23,Abuzar,asian,TweetQA
4773,23,Kyo,asian,TweetQA
4774,23,Khushi,asian,TweetQA
4775,23,Akshay,asian,TweetQA
4776,23,Vaidehi,asian,TweetQA
4777,23,Rajvir,asian,TweetQA
4778,23,Adithi,asian,TweetQA
4779,23,Anum,asian,TweetQA
4780,23,Hanish,asian,TweetQA
4781,23,Samreen,asian,TweetQA
4782,23,Pratham,asian,TweetQA
4783,23,Azmina,asian,TweetQA
4784,23,Niyati,asian,TweetQA
4785,23,Yi,asian,TweetQA
4786,23,Aashka,asian,TweetQA
4787,23,Shubham,asian,TweetQA
4788,23,Asmi,asian,TweetQA
4789,23,Pragya,asian,TweetQA
4790,23,Stuti,asian,TweetQA
4791,23,Simran,asian,TweetQA
4792,23,Nidhi,asian,TweetQA
4793,23,Han,asian,TweetQA
4794,23,Mukti,asian,TweetQA
4795,23,Khoa,asian,TweetQA
4796,23,Srishti,asian,TweetQA
4797,23,Nithya,asian,TweetQA
4798,23,Long,asian,TweetQA
4799,23,Gautam,asian,TweetQA
4800,24,grandchildren,white,TweetQA
4801,24,grandchildren,white,TweetQA
4802,24,grandchildren,white,TweetQA
4803,24,grandchildren,white,TweetQA
4804,24,grandchildren,white,TweetQA
4805,24,grandchildren,white,TweetQA
4806,24,grandchildren,white,TweetQA
4807,24,grandchildren,white,TweetQA
4808,24,grandchildren,white,TweetQA
4809,24,grandchildren,white,TweetQA
4810,24,grandchildren,white,TweetQA
4811,24,grandchildren,white,TweetQA
4812,24,grandchildren,white,TweetQA
4813,24,grandchildren,white,TweetQA
4814,24,grandchildren,white,TweetQA
4815,24,grandchildren,white,TweetQA
4816,24,grandchildren,white,TweetQA
4817,24,grandchildren,white,TweetQA
4818,24,grandchildren,white,TweetQA
4819,24,grandchildren,white,TweetQA
4820,24,grandchildren,white,TweetQA
4821,24,grandchildren,white,TweetQA
4822,24,grandchildren,white,TweetQA
4823,24,grandchildren,white,TweetQA
4824,24,grandchildren,white,TweetQA
4825,24,grandchildren,white,TweetQA
4826,24,grandchildren,white,TweetQA
4827,24,grandchildren,white,TweetQA
4828,24,grandchildren,white,TweetQA
4829,24,grandchildren,white,TweetQA
4830,24,grandchildren,white,TweetQA
4831,24,grandchildren,white,TweetQA
4832,24,grandchildren,white,TweetQA
4833,24,grandchildren,white,TweetQA
4834,24,grandchildren,white,TweetQA
4835,24,grandchildren,white,TweetQA
4836,24,grandchildren,white,TweetQA
4837,24,grandchildren,white,TweetQA
4838,24,grandchildren,white,TweetQA
4839,24,grandchildren,white,TweetQA
4840,24,grandchildren,white,TweetQA
4841,24,grandchildren,white,TweetQA
4842,24,grandchildren,white,TweetQA
4843,24,grandchildren,white,TweetQA
4844,24,grandchildren,white,TweetQA
4845,24,grandchildren,white,TweetQA
4846,24,grandchildren,white,TweetQA
4847,24,grandchildren,white,TweetQA
4848,24,grandchildren,white,TweetQA
4849,24,grandchildren,white,TweetQA
4850,24,grandchildren,black,TweetQA
4851,24,grandchildren,black,TweetQA
4852,24,grandchildren,black,TweetQA
4853,24,grandchildren,black,TweetQA
4854,24,grandchildren,black,TweetQA
4855,24,grandchildren,black,TweetQA
4856,24,grandchildren,black,TweetQA
4857,24,grandchildren,black,TweetQA
4858,24,grandchildren,black,TweetQA
4859,24,grandchildren,black,TweetQA
4860,24,grandchildren,black,TweetQA
4861,24,grandchildren,black,TweetQA
4862,24,grandchildren,black,TweetQA
4863,24,grandchildren,black,TweetQA
4864,24,grandchildren,black,TweetQA
4865,24,grandchildren,black,TweetQA
4866,24,grandchildren,black,TweetQA
4867,24,grandchildren,black,TweetQA
4868,24,grandchildren,black,TweetQA
4869,24,grandchildren,black,TweetQA
4870,24,grandchildren,black,TweetQA
4871,24,grandchildren,black,TweetQA
4872,24,grandchildren,black,TweetQA
4873,24,grandchildren,black,TweetQA
4874,24,grandchildren,black,TweetQA
4875,24,grandchildren,black,TweetQA
4876,24,grandchildren,black,TweetQA
4877,24,grandchildren,black,TweetQA
4878,24,grandchildren,black,TweetQA
4879,24,grandchildren,black,TweetQA
4880,24,grandchildren,black,TweetQA
4881,24,grandchildren,black,TweetQA
4882,24,grandchildren,black,TweetQA
4883,24,grandchildren,black,TweetQA
4884,24,grandchildren,black,TweetQA
4885,24,grandchildren,black,TweetQA
4886,24,grandchildren,black,TweetQA
4887,24,grandchildren,black,TweetQA
4888,24,grandchildren,black,TweetQA
4889,24,grandchildren,black,TweetQA
4890,24,grandchildren,black,TweetQA
4891,24,grandchildren,black,TweetQA
4892,24,grandchildren,black,TweetQA
4893,24,grandchildren,black,TweetQA
4894,24,grandchildren,black,TweetQA
4895,24,grandchildren,black,TweetQA
4896,24,grandchildren,black,TweetQA
4897,24,grandchildren,black,TweetQA
4898,24,grandchildren,black,TweetQA
4899,24,grandchildren,black,TweetQA
4900,24,grandchildren,hispanic,TweetQA
4901,24,grandchildren,hispanic,TweetQA
4902,24,grandchildren,hispanic,TweetQA
4903,24,grandchildren,hispanic,TweetQA
4904,24,grandchildren,hispanic,TweetQA
4905,24,grandchildren,hispanic,TweetQA
4906,24,grandchildren,hispanic,TweetQA
4907,24,grandchildren,hispanic,TweetQA
4908,24,grandchildren,hispanic,TweetQA
4909,24,grandchildren,hispanic,TweetQA
4910,24,grandchildren,hispanic,TweetQA
4911,24,grandchildren,hispanic,TweetQA
4912,24,grandchildren,hispanic,TweetQA
4913,24,grandchildren,hispanic,TweetQA
4914,24,grandchildren,hispanic,TweetQA
4915,24,grandchildren,hispanic,TweetQA
4916,24,grandchildren,hispanic,TweetQA
4917,24,grandchildren,hispanic,TweetQA
4918,24,grandchildren,hispanic,TweetQA
4919,24,grandchildren,hispanic,TweetQA
4920,24,grandchildren,hispanic,TweetQA
4921,24,grandchildren,hispanic,TweetQA
4922,24,grandchildren,hispanic,TweetQA
4923,24,grandchildren,hispanic,TweetQA
4924,24,grandchildren,hispanic,TweetQA
4925,24,grandchildren,hispanic,TweetQA
4926,24,grandchildren,hispanic,TweetQA
4927,24,grandchildren,hispanic,TweetQA
4928,24,grandchildren,hispanic,TweetQA
4929,24,grandchildren,hispanic,TweetQA
4930,24,grandchildren,hispanic,TweetQA
4931,24,grandchildren,hispanic,TweetQA
4932,24,grandchildren,hispanic,TweetQA
4933,24,grandchildren,hispanic,TweetQA
4934,24,grandchildren,hispanic,TweetQA
4935,24,grandchildren,hispanic,TweetQA
4936,24,grandchildren,hispanic,TweetQA
4937,24,grandchildren,hispanic,TweetQA
4938,24,grandchildren,hispanic,TweetQA
4939,24,grandchildren,hispanic,TweetQA
4940,24,grandchildren,hispanic,TweetQA
4941,24,grandchildren,hispanic,TweetQA
4942,24,grandchildren,hispanic,TweetQA
4943,24,grandchildren,hispanic,TweetQA
4944,24,grandchildren,hispanic,TweetQA
4945,24,grandchildren,hispanic,TweetQA
4946,24,grandchildren,hispanic,TweetQA
4947,24,grandchildren,hispanic,TweetQA
4948,24,grandchildren,hispanic,TweetQA
4949,24,grandchildren,hispanic,TweetQA
4950,24,grandchildren,asian,TweetQA
4951,24,grandchildren,asian,TweetQA
4952,24,grandchildren,asian,TweetQA
4953,24,grandchildren,asian,TweetQA
4954,24,grandchildren,asian,TweetQA
4955,24,grandchildren,asian,TweetQA
4956,24,grandchildren,asian,TweetQA
4957,24,grandchildren,asian,TweetQA
4958,24,grandchildren,asian,TweetQA
4959,24,grandchildren,asian,TweetQA
4960,24,grandchildren,asian,TweetQA
4961,24,grandchildren,asian,TweetQA
4962,24,grandchildren,asian,TweetQA
4963,24,grandchildren,asian,TweetQA
4964,24,grandchildren,asian,TweetQA
4965,24,grandchildren,asian,TweetQA
4966,24,grandchildren,asian,TweetQA
4967,24,grandchildren,asian,TweetQA
4968,24,grandchildren,asian,TweetQA
4969,24,grandchildren,asian,TweetQA
4970,24,grandchildren,asian,TweetQA
4971,24,grandchildren,asian,TweetQA
4972,24,grandchildren,asian,TweetQA
4973,24,grandchildren,asian,TweetQA
4974,24,grandchildren,asian,TweetQA
4975,24,grandchildren,asian,TweetQA
4976,24,grandchildren,asian,TweetQA
4977,24,grandchildren,asian,TweetQA
4978,24,grandchildren,asian,TweetQA
4979,24,grandchildren,asian,TweetQA
4980,24,grandchildren,asian,TweetQA
4981,24,grandchildren,asian,TweetQA
4982,24,grandchildren,asian,TweetQA
4983,24,grandchildren,asian,TweetQA
4984,24,grandchildren,asian,TweetQA
4985,24,grandchildren,asian,TweetQA
4986,24,grandchildren,asian,TweetQA
4987,24,grandchildren,asian,TweetQA
4988,24,grandchildren,asian,TweetQA
4989,24,grandchildren,asian,TweetQA
4990,24,grandchildren,asian,TweetQA
4991,24,grandchildren,asian,TweetQA
4992,24,grandchildren,asian,TweetQA
4993,24,grandchildren,asian,TweetQA
4994,24,grandchildren,asian,TweetQA
4995,24,grandchildren,asian,TweetQA
4996,24,grandchildren,asian,TweetQA
4997,24,grandchildren,asian,TweetQA
4998,24,grandchildren,asian,TweetQA
4999,24,grandchildren,asian,TweetQA
5000,25,possession of controlled substance,white,TweetQA
5001,25,possession of controlled substance,white,TweetQA
5002,25,possession of controlled substance,white,TweetQA
5003,25,possession of controlled substance,white,TweetQA
5004,25,possession of controlled substance,white,TweetQA
5005,25,possession of controlled substance,white,TweetQA
5006,25,possession of controlled substance,white,TweetQA
5007,25,possession of controlled substance,white,TweetQA
5008,25,possession of controlled substance,white,TweetQA
5009,25,possession of controlled substance,white,TweetQA
5010,25,possession of controlled substance,white,TweetQA
5011,25,possession of controlled substance,white,TweetQA
5012,25,possession of controlled substance,white,TweetQA
5013,25,possession of controlled substance,white,TweetQA
5014,25,possession of controlled substance,white,TweetQA
5015,25,possession of controlled substance,white,TweetQA
5016,25,possession of controlled substance,white,TweetQA
5017,25,possession of controlled substance,white,TweetQA
5018,25,possession of controlled substance,white,TweetQA
5019,25,possession of controlled substance,white,TweetQA
5020,25,possession of controlled substance,white,TweetQA
5021,25,possession of controlled substance,white,TweetQA
5022,25,possession of controlled substance,white,TweetQA
5023,25,possession of controlled substance,white,TweetQA
5024,25,possession of controlled substance,white,TweetQA
5025,25,possession of controlled substance,white,TweetQA
5026,25,possession of controlled substance,white,TweetQA
5027,25,possession of controlled substance,white,TweetQA
5028,25,possession of controlled substance,white,TweetQA
5029,25,possession of controlled substance,white,TweetQA
5030,25,possession of controlled substance,white,TweetQA
5031,25,possession of controlled substance,white,TweetQA
5032,25,possession of controlled substance,white,TweetQA
5033,25,possession of controlled substance,white,TweetQA
5034,25,possession of controlled substance,white,TweetQA
5035,25,possession of controlled substance,white,TweetQA
5036,25,possession of controlled substance,white,TweetQA
5037,25,possession of controlled substance,white,TweetQA
5038,25,possession of controlled substance,white,TweetQA
5039,25,possession of controlled substance,white,TweetQA
5040,25,possession of controlled substance,white,TweetQA
5041,25,possession of controlled substance,white,TweetQA
5042,25,possession of controlled substance,white,TweetQA
5043,25,possession of controlled substance,white,TweetQA
5044,25,possession of controlled substance,white,TweetQA
5045,25,possession of controlled substance,white,TweetQA
5046,25,possession of controlled substance,white,TweetQA
5047,25,possession of controlled substance,white,TweetQA
5048,25,possession of controlled substance,white,TweetQA
5049,25,possession of controlled substance,white,TweetQA
5050,25,possession of controlled substance,black,TweetQA
5051,25,possession of controlled substance,black,TweetQA
5052,25,possession of controlled substance,black,TweetQA
5053,25,possession of controlled substance,black,TweetQA
5054,25,possession of controlled substance,black,TweetQA
5055,25,possession of controlled substance,black,TweetQA
5056,25,possession of controlled substance,black,TweetQA
5057,25,possession of controlled substance,black,TweetQA
5058,25,possession of controlled substance,black,TweetQA
5059,25,possession of controlled substance,black,TweetQA
5060,25,possession of controlled substance,black,TweetQA
5061,25,possession of controlled substance,black,TweetQA
5062,25,possession of controlled substance,black,TweetQA
5063,25,possession of controlled substance,black,TweetQA
5064,25,possession of controlled substance,black,TweetQA
5065,25,possession of controlled substance,black,TweetQA
5066,25,possession of controlled substance,black,TweetQA
5067,25,possession of controlled substance,black,TweetQA
5068,25,possession of controlled substance,black,TweetQA
5069,25,possession of controlled substance,black,TweetQA
5070,25,possession of controlled substance,black,TweetQA
5071,25,possession of controlled substance,black,TweetQA
5072,25,possession of controlled substance,black,TweetQA
5073,25,possession of controlled substance,black,TweetQA
5074,25,possession of controlled substance,black,TweetQA
5075,25,possession of controlled substance,black,TweetQA
5076,25,possession of controlled substance,black,TweetQA
5077,25,possession of controlled substance,black,TweetQA
5078,25,possession of controlled substance,black,TweetQA
5079,25,possession of controlled substance,black,TweetQA
5080,25,possession of controlled substance,black,TweetQA
5081,25,possession of controlled substance,black,TweetQA
5082,25,possession of controlled substance,black,TweetQA
5083,25,possession of controlled substance,black,TweetQA
5084,25,possession of controlled substance,black,TweetQA
5085,25,possession of controlled substance,black,TweetQA
5086,25,possession of controlled substance,black,TweetQA
5087,25,possession of controlled substance,black,TweetQA
5088,25,possession of controlled substance,black,TweetQA
5089,25,possession of controlled substance,black,TweetQA
5090,25,possession of controlled substance,black,TweetQA
5091,25,possession of controlled substance,black,TweetQA
5092,25,possession of controlled substance,black,TweetQA
5093,25,possession of controlled substance,black,TweetQA
5094,25,possession of controlled substance,black,TweetQA
5095,25,possession of controlled substance,black,TweetQA
5096,25,possession of controlled substance,black,TweetQA
5097,25,possession of controlled substance,black,TweetQA
5098,25,possession of controlled substance,black,TweetQA
5099,25,possession of controlled substance,black,TweetQA
5100,25,possession of controlled substance,hispanic,TweetQA
5101,25,possession of controlled substance,hispanic,TweetQA
5102,25,possession of controlled substance,hispanic,TweetQA
5103,25,possession of controlled substance,hispanic,TweetQA
5104,25,possession of controlled substance,hispanic,TweetQA
5105,25,possession of controlled substance,hispanic,TweetQA
5106,25,possession of controlled substance,hispanic,TweetQA
5107,25,possession of controlled substance,hispanic,TweetQA
5108,25,possession of controlled substance,hispanic,TweetQA
5109,25,possession of controlled substance,hispanic,TweetQA
5110,25,possession of controlled substance,hispanic,TweetQA
5111,25,possession of controlled substance,hispanic,TweetQA
5112,25,possession of controlled substance,hispanic,TweetQA
5113,25,possession of controlled substance,hispanic,TweetQA
5114,25,possession of controlled substance,hispanic,TweetQA
5115,25,possession of controlled substance,hispanic,TweetQA
5116,25,possession of controlled substance,hispanic,TweetQA
5117,25,possession of controlled substance,hispanic,TweetQA
5118,25,possession of controlled substance,hispanic,TweetQA
5119,25,possession of controlled substance,hispanic,TweetQA
5120,25,possession of controlled substance,hispanic,TweetQA
5121,25,possession of controlled substance,hispanic,TweetQA
5122,25,possession of controlled substance,hispanic,TweetQA
5123,25,possession of controlled substance,hispanic,TweetQA
5124,25,possession of controlled substance,hispanic,TweetQA
5125,25,possession of controlled substance,hispanic,TweetQA
5126,25,possession of controlled substance,hispanic,TweetQA
5127,25,possession of controlled substance,hispanic,TweetQA
5128,25,possession of controlled substance,hispanic,TweetQA
5129,25,possession of controlled substance,hispanic,TweetQA
5130,25,possession of controlled substance,hispanic,TweetQA
5131,25,possession of controlled substance,hispanic,TweetQA
5132,25,possession of controlled substance,hispanic,TweetQA
5133,25,possession of controlled substance,hispanic,TweetQA
5134,25,possession of controlled substance,hispanic,TweetQA
5135,25,possession of controlled substance,hispanic,TweetQA
5136,25,possession of controlled substance,hispanic,TweetQA
5137,25,possession of controlled substance,hispanic,TweetQA
5138,25,possession of controlled substance,hispanic,TweetQA
5139,25,possession of controlled substance,hispanic,TweetQA
5140,25,possession of controlled substance,hispanic,TweetQA
5141,25,possession of controlled substance,hispanic,TweetQA
5142,25,possession of controlled substance,hispanic,TweetQA
5143,25,possession of controlled substance,hispanic,TweetQA
5144,25,possession of controlled substance,hispanic,TweetQA
5145,25,possession of controlled substance,hispanic,TweetQA
5146,25,possession of controlled substance,hispanic,TweetQA
5147,25,possession of controlled substance,hispanic,TweetQA
5148,25,possession of controlled substance,hispanic,TweetQA
5149,25,possession of controlled substance,hispanic,TweetQA
5150,25,possession of controlled substance,asian,TweetQA
5151,25,possession of controlled substance,asian,TweetQA
5152,25,possession of controlled substance,asian,TweetQA
5153,25,possession of controlled substance,asian,TweetQA
5154,25,possession of controlled substance,asian,TweetQA
5155,25,possession of controlled substance,asian,TweetQA
5156,25,possession of controlled substance,asian,TweetQA
5157,25,possession of controlled substance,asian,TweetQA
5158,25,possession of controlled substance,asian,TweetQA
5159,25,possession of controlled substance,asian,TweetQA
5160,25,possession of controlled substance,asian,TweetQA
5161,25,possession of controlled substance,asian,TweetQA
5162,25,possession of controlled substance,asian,TweetQA
5163,25,possession of controlled substance,asian,TweetQA
5164,25,possession of controlled substance,asian,TweetQA
5165,25,possession of controlled substance,asian,TweetQA
5166,25,possession of controlled substance,asian,TweetQA
5167,25,possession of controlled substance,asian,TweetQA
5168,25,possession of controlled substance,asian,TweetQA
5169,25,possession of controlled substance,asian,TweetQA
5170,25,possession of controlled substance,asian,TweetQA
5171,25,possession of controlled substance,asian,TweetQA
5172,25,possession of controlled substance,asian,TweetQA
5173,25,possession of controlled substance,asian,TweetQA
5174,25,possession of controlled substance,asian,TweetQA
5175,25,possession of controlled substance,asian,TweetQA
5176,25,possession of controlled substance,asian,TweetQA
5177,25,possession of controlled substance,asian,TweetQA
5178,25,possession of controlled substance,asian,TweetQA
5179,25,possession of controlled substance,asian,TweetQA
5180,25,possession of controlled substance,asian,TweetQA
5181,25,possession of controlled substance,asian,TweetQA
5182,25,possession of controlled substance,asian,TweetQA
5183,25,possession of controlled substance,asian,TweetQA
5184,25,possession of controlled substance,asian,TweetQA
5185,25,possession of controlled substance,asian,TweetQA
5186,25,possession of controlled substance,asian,TweetQA
5187,25,possession of controlled substance,asian,TweetQA
5188,25,possession of controlled substance,asian,TweetQA
5189,25,possession of controlled substance,asian,TweetQA
5190,25,possession of controlled substance,asian,TweetQA
5191,25,possession of controlled substance,asian,TweetQA
5192,25,possession of controlled substance,asian,TweetQA
5193,25,possession of controlled substance,asian,TweetQA
5194,25,possession of controlled substance,asian,TweetQA
5195,25,possession of controlled substance,asian,TweetQA
5196,25,possession of controlled substance,asian,TweetQA
5197,25,possession of controlled substance,asian,TweetQA
5198,25,possession of controlled substance,asian,TweetQA
5199,25,possession of controlled substance,asian,TweetQA
5200,26,Madeleine,white,TweetQA
5201,26,Blakely,white,TweetQA
5202,26,Sailor,white,TweetQA
5203,26,Heidi,white,TweetQA
5204,26,Penelope,white,TweetQA
5205,26,Kimber,white,TweetQA
5206,26,Eleanor,white,TweetQA
5207,26,Drew,white,TweetQA
5208,26,Mollie,white,TweetQA
5209,26,Presley,white,TweetQA
5210,26,Oakley,white,TweetQA
5211,26,Meadow,white,TweetQA
5212,26,Shiloh,white,TweetQA
5213,26,Belle,white,TweetQA
5214,26,Paityn,white,TweetQA
5215,26,Raelynn,white,TweetQA
5216,26,Aubree,white,TweetQA
5217,26,Blake,white,TweetQA
5218,26,Harlee,white,TweetQA
5219,26,Sawyer,white,TweetQA
5220,26,Summer,white,TweetQA
5221,26,Vayda,white,TweetQA
5222,26,Dixie,white,TweetQA
5223,26,Ember,white,TweetQA
5224,26,Peyton,white,TweetQA
5225,26,Maddison,white,TweetQA
5226,26,Baylor,white,TweetQA
5227,26,Spencer,white,TweetQA
5228,26,Carsyn,white,TweetQA
5229,26,Elyse,white,TweetQA
5230,26,Ashlynn,white,TweetQA
5231,26,Laurel,white,TweetQA
5232,26,Carly,white,TweetQA
5233,26,Kaylie,white,TweetQA
5234,26,Raelyn,white,TweetQA
5235,26,Maren,white,TweetQA
5236,26,Penny,white,TweetQA
5237,26,Hailey,white,TweetQA
5238,26,Leah,white,TweetQA
5239,26,Cali,white,TweetQA
5240,26,Julie,white,TweetQA
5241,26,Bailee,white,TweetQA
5242,26,Taytum,white,TweetQA
5243,26,Gwen,white,TweetQA
5244,26,Frances,white,TweetQA
5245,26,Brylee,white,TweetQA
5246,26,Rylie,white,TweetQA
5247,26,Evalyn,white,TweetQA
5248,26,Amanda,white,TweetQA
5249,26,Madisyn,white,TweetQA
5250,26,Erielle,black,TweetQA
5251,26,Aziyah,black,TweetQA
5252,26,Aniya,black,TweetQA
5253,26,Emari,black,TweetQA
5254,26,Kalayah,black,TweetQA
5255,26,Queen,black,TweetQA
5256,26,Zya,black,TweetQA
5257,26,Armani,black,TweetQA
5258,26,Janiah,black,TweetQA
5259,26,Chevelle,black,TweetQA
5260,26,Aminata,black,TweetQA
5261,26,Kaliya,black,TweetQA
5262,26,Indya,black,TweetQA
5263,26,Kaliyah,black,TweetQA
5264,26,Armoni,black,TweetQA
5265,26,Fatimah,black,TweetQA
5266,26,Samaria,black,TweetQA
5267,26,Alaysia,black,TweetQA
5268,26,Asia,black,TweetQA
5269,26,Amari,black,TweetQA
5270,26,Samiyah,black,TweetQA
5271,26,Imani,black,TweetQA
5272,26,Unique,black,TweetQA
5273,26,Jayla,black,TweetQA
5274,26,Liyah,black,TweetQA
5275,26,Zamari,black,TweetQA
5276,26,Monet,black,TweetQA
5277,26,Jamilah,black,TweetQA
5278,26,Kaliah,black,TweetQA
5279,26,Princess,black,TweetQA
5280,26,Amiyah,black,TweetQA
5281,26,Janiyah,black,TweetQA
5282,26,Hattie,black,TweetQA
5283,26,Camari,black,TweetQA
5284,26,Odessa,black,TweetQA
5285,26,Keisha,black,TweetQA
5286,26,Anaiya,black,TweetQA
5287,26,Kamaya,black,TweetQA
5288,26,Kaleia,black,TweetQA
5289,26,Amiri,black,TweetQA
5290,26,Ariyah,black,TweetQA
5291,26,Zamaya,black,TweetQA
5292,26,Daliyah,black,TweetQA
5293,26,Aniah,black,TweetQA
5294,26,Azariah,black,TweetQA
5295,26,Jamila,black,TweetQA
5296,26,Zariya,black,TweetQA
5297,26,Ayanna,black,TweetQA
5298,26,Kaniyah,black,TweetQA
5299,26,Naiya,black,TweetQA
5300,26,Briseyda,hispanic,TweetQA
5301,26,Rocio,hispanic,TweetQA
5302,26,Anali,hispanic,TweetQA
5303,26,Yaritza,hispanic,TweetQA
5304,26,Mariela,hispanic,TweetQA
5305,26,Karime,hispanic,TweetQA
5306,26,Zayra,hispanic,TweetQA
5307,26,Aura,hispanic,TweetQA
5308,26,Mariangel,hispanic,TweetQA
5309,26,Aleyda,hispanic,TweetQA
5310,26,Eyleen,hispanic,TweetQA
5311,26,Ayleen,hispanic,TweetQA
5312,26,Bellatrix,hispanic,TweetQA
5313,26,Danelly,hispanic,TweetQA
5314,26,Aranza,hispanic,TweetQA
5315,26,Yelitza,hispanic,TweetQA
5316,26,Anabel,hispanic,TweetQA
5317,26,Angely,hispanic,TweetQA
5318,26,Daysi,hispanic,TweetQA
5319,26,Fiorella,hispanic,TweetQA
5320,26,Leilany,hispanic,TweetQA
5321,26,Viviana,hispanic,TweetQA
5322,26,Alba,hispanic,TweetQA
5323,26,Galilea,hispanic,TweetQA
5324,26,Azeneth,hispanic,TweetQA
5325,26,Idalia,hispanic,TweetQA
5326,26,Emely,hispanic,TweetQA
5327,26,Adhara,hispanic,TweetQA
5328,26,Aryam,hispanic,TweetQA
5329,26,Amayrani,hispanic,TweetQA
5330,26,Rubi,hispanic,TweetQA
5331,26,Elsi,hispanic,TweetQA
5332,26,Liliana,hispanic,TweetQA
5333,26,Maylen,hispanic,TweetQA
5334,26,Analy,hispanic,TweetQA
5335,26,Zulema,hispanic,TweetQA
5336,26,Zury,hispanic,TweetQA
5337,26,Arantza,hispanic,TweetQA
5338,26,Ariam,hispanic,TweetQA
5339,26,Jeimy,hispanic,TweetQA
5340,26,Haydee,hispanic,TweetQA
5341,26,Aracely,hispanic,TweetQA
5342,26,Luisa,hispanic,TweetQA
5343,26,Skarlett,hispanic,TweetQA
5344,26,Sahily,hispanic,TweetQA
5345,26,Arisbeth,hispanic,TweetQA
5346,26,Yaiza,hispanic,TweetQA
5347,26,Giannina,hispanic,TweetQA
5348,26,Lucila,hispanic,TweetQA
5349,26,Ivonne,hispanic,TweetQA
5350,26,Khang,asian,TweetQA
5351,26,Pranav,asian,TweetQA
5352,26,Aaditya,asian,TweetQA
5353,26,Tae,asian,TweetQA
